ozon_id,n_rows,n_answers,n_tasks,n_pages,n_projects,n_pools,active_days,span_days,skip_rate,tasks_per_page_mean,overlap_mean,overlap_std,price_mean,share_gold_tasks,share_rehab_pools,n_gold,gold_acc,gold_acc_std,gold_longest_success_streak,gold_longest_error_streak,gold_recent5_acc,gold_recent10_acc,gold_first5_acc,gold_class_gap,gold_learning_delta,n_regular,reg_agreement_proxy,reg_agreement_std,regular_answer_entropy,regular_answer_mode_share,per_task_sec_median,per_task_sec_mean,per_task_sec_std,fast_task_share,slow_task_share,mean_hour,weekend_share,answer_entropy,answer_mode_share,main_project_share,pct_label_1,answers_per_active_day,answers_per_span_day,gold_share_among_answers
2659582,1,1,1,1,1,1,1,1,0.0,1.0,99.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,30.883515,30.883515,,0.0,1.0,15.0,0.0,-0.0,1.0,1.0,0.0,1.0,1.0,
2711984,40,40,40,40,2,2,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,13.716054,32.230741075,83.1338893710942,0.075,0.1,15.925,1.0,0.9709505944546686,0.6,0.625,0.6,40.0,40.0,
2771446,20,20,20,20,1,1,2,2,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,36.6513285,40.61113865,16.3093756093787,0.0,0.7,7.1,0.1,0.9927744539878083,0.55,1.0,0.45,10.0,10.0,
2820711,1,1,1,1,1,1,1,1,0.0,1.0,99.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,31.479139,31.479139,,0.0,1.0,7.0,0.0,-0.0,1.0,1.0,1.0,1.0,1.0,
2857372,57,57,57,57,3,3,2,3,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,43.2329375,48.428289666666664,26.98726916944114,0.0,0.7592592592592593,17.51851851851852,0.14814814814814814,0.9997779672118906,0.5087719298245614,0.43859649122807015,0.5087719298245614,28.5,19.0,
2926886,20,20,20,20,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,10.71833,13.5542296,6.9133506620807275,0.0,0.0,9.0,1.0,0.9927744539878083,0.55,1.0,0.45,20.0,20.0,
2933867,28,28,28,28,2,2,2,5,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,118.941215,139.14866516,123.1704938407387,0.0,0.84,3.96,0.0,0.996316519558962,0.5357142857142857,0.8928571428571429,0.5357142857142857,14.0,5.6,
2938261,1350,1315,1350,468,2,43,13,22,0.024444444444444446,2.968888888888889,4.302962962962963,14.286258233454065,49.58492592592592,0.07037037037037037,0.022222222222222223,91.0,0.8681318681318682,0.3402218625410715,17.0,2.0,1.0,0.9,0.6,0.02857142857142858,0.30000000000000004,1222.0,0.9288052373158756,0.25725517634188394,0.931334844908559,0.6530278232405892,14.112571666666668,24.511425111401547,65.86269251854897,0.0,0.04779686333084392,8.83345780433159,0.4443614637789395,0.9345763881691524,0.6494296577946768,0.996958174904943,0.6494296577946768,101.15384615384616,59.77272727272727,0.06920152091254753
2997922,75,75,75,75,4,4,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,18.665841999999998,36.466725472972975,50.92897333060939,0.013513513513513514,0.33783783783783783,4.22972972972973,0.0,0.9531971725430559,0.6266666666666667,0.3333333333333333,0.6266666666666667,75.0,75.0,
3089876,20,20,20,20,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,4.494358999999999,6.0813392,3.861618820939213,0.55,0.0,4.0,1.0,0.6098403047164004,0.85,1.0,0.85,20.0,20.0,
3112469,19,19,19,19,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,30.208564,41.16457715789474,27.607012369136555,0.0,0.5263157894736842,23.0,0.0,0.9494520153879484,0.631578947368421,1.0,0.3684210526315789,19.0,19.0,
3116910,20,20,20,20,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,35.687521,40.901311684210526,23.54139951105846,0.0,0.6842105263157895,11.210526315789474,0.0,0.934068055375491,0.65,1.0,0.65,20.0,20.0,
3120549,20,13,20,12,2,8,6,22,0.35,2.4,2.0,0.0,37.332,0.0,0.0,,,,,,,,,,,13.0,1.0,0.0,0.9612366047228759,0.6153846153846154,9.826533333333334,48.90462616666667,131.60622681710805,0.0,0.07142857142857142,17.928571428571427,0.07142857142857142,0.9612366047228759,0.6153846153846154,0.8461538461538461,0.6153846153846154,2.1666666666666665,0.5909090909090909,
3167583,39,39,39,39,2,2,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,33.649842,40.21495176923077,28.919348342354354,0.0,0.5384615384615384,20.0,0.0,0.97663491144401,0.5897435897435898,0.5897435897435898,0.41025641025641024,39.0,39.0,
3177400,1,1,1,1,1,1,1,1,0.0,1.0,99.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,15.427586,15.427586,,0.0,0.0,11.0,0.0,-0.0,1.0,1.0,0.0,1.0,1.0,
3195495,212,200,212,71,1,5,3,9,0.05660377358490566,3.0,2.9292452830188678,0.2570215773235239,66.0377358490566,0.04716981132075472,0.0,10.0,1.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,189.0,0.9523809523809523,0.21352448376514874,0.5189296599184945,0.8835978835978836,8.158309833333334,34.049836544025155,96.77962979635178,0.12735849056603774,0.08490566037735849,11.334905660377359,0.0,0.5709929600768897,0.865,1.0,0.135,66.66666666666667,22.22222222222222,0.05
3301387,52,48,52,30,2,6,4,19,0.07692307692307693,2.3076923076923075,21.307692307692307,38.281485035600696,50.76923076923077,0.038461538461538464,0.0,2.0,0.5,0.7071067811865476,1.0,1.0,0.5,0.5,0.5,1.0,0.0,36.0,0.9444444444444444,0.2323106841457232,0.3095434291503252,0.9444444444444444,9.0439665,10.753673937499999,7.1791140725857705,0.0,0.041666666666666664,12.5,0.0,0.6500224216483541,0.8333333333333334,0.8333333333333334,0.8333333333333334,12.0,2.526315789473684,0.041666666666666664
3355195,8,8,8,8,1,1,1,1,0.0,1.0,99.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,29.108855,37.02890625,26.249090691897347,0.125,0.5,14.0,1.0,0.954434002924965,0.625,1.0,0.375,8.0,8.0,
